state,declarationDate,fyDeclared,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,disasterLength
KS,1981-07-18 00:00:00+00:00,1981,DR,Severe Storm,"SEVERE STORMS, FLOODING & TORNADOES",0,1,0,0,1981-07-18 00:00:00+00:00,1981-07-18 00:00:00+00:00,1984-10-24 00:00:00+00:00,0 days
IL,1981-06-30 00:00:00+00:00,1981,DR,Severe Storm,"SEVERE STORMS, FLOODING & TORNADOES",0,1,1,0,1981-06-30 00:00:00+00:00,1981-06-30 00:00:00+00:00,1989-06-15 00:00:00+00:00,0 days
OH,1981-06-30 00:00:00+00:00,1981,DR,Severe Storm,"SEVERE STORMS, FLOODING & TORNADOES",0,1,0,0,1981-06-30 00:00:00+00:00,1981-06-30 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
PA,1981-06-15 00:00:00+00:00,1981,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1981-06-15 00:00:00+00:00,1981-06-15 00:00:00+00:00,1990-10-22 00:00:00+00:00,0 days
MT,1981-05-27 00:00:00+00:00,1981,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1981-05-27 00:00:00+00:00,1981-05-27 00:00:00+00:00,1987-10-23 00:00:00+00:00,0 days
AL,1981-05-14 00:00:00+00:00,1981,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1981-05-14 00:00:00+00:00,1981-05-14 00:00:00+00:00,1991-06-03 00:00:00+00:00,0 days
AL,1981-04-10 00:00:00+00:00,1981,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,1,0,1981-04-10 00:00:00+00:00,1981-04-10 00:00:00+00:00,1990-01-09 00:00:00+00:00,0 days
AS,1981-03-24 00:00:00+00:00,1981,DR,Typhoon,TYPHOON ESAU,0,1,1,0,1981-03-24 00:00:00+00:00,1981-03-24 00:00:00+00:00,1987-04-23 00:00:00+00:00,0 days
KY,1981-03-17 00:00:00+00:00,1981,DR,Toxic Substances,"SEWER EXPLOSION, TOXIC WASTE",0,0,1,0,1981-03-17 00:00:00+00:00,1981-03-17 00:00:00+00:00,1987-03-31 00:00:00+00:00,0 days
CA,1980-11-27 00:00:00+00:00,1981,DR,Fire,BRUSH & TIMBER FIRES,0,1,1,0,1980-11-27 00:00:00+00:00,1980-11-27 00:00:00+00:00,1991-08-23 00:00:00+00:00,0 days
MP,1980-11-27 00:00:00+00:00,1981,DR,Typhoon,TYPHOON DINAH,0,1,1,0,1980-11-27 00:00:00+00:00,1980-11-27 00:00:00+00:00,1987-06-02 00:00:00+00:00,0 days
CA,1980-10-02 00:00:00+00:00,1981,DR,Flood,LEVEE BREAK & FLOODING,0,0,1,0,1980-10-02 00:00:00+00:00,1980-10-02 00:00:00+00:00,1987-04-23 00:00:00+00:00,0 days
TX,1980-09-26 00:00:00+00:00,1980,DR,Flood,TROPICAL STORM DANIELLE,0,1,1,0,1980-09-26 00:00:00+00:00,1980-09-26 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
MI,1980-09-08 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,0,1,0,1980-09-08 00:00:00+00:00,1980-09-08 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
OH,1980-08-23 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,0,1,0,1980-08-23 00:00:00+00:00,1980-08-23 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
PA,1980-08-19 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1980-08-19 00:00:00+00:00,1980-08-19 00:00:00+00:00,1989-06-15 00:00:00+00:00,0 days
WV,1980-08-15 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1980-08-15 00:00:00+00:00,1980-08-22 00:00:00+00:00,1991-06-11 00:00:00+00:00,7 days
TX,1980-08-11 00:00:00+00:00,1980,DR,Hurricane,HURRICANE ALLEN,0,1,1,0,1980-08-11 00:00:00+00:00,1980-08-11 00:00:00+00:00,1984-11-30 00:00:00+00:00,0 days
WI,1980-07-24 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1980-07-24 00:00:00+00:00,1980-07-24 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
NE,1980-06-04 00:00:00+00:00,1980,DR,Tornado,SEVERE STORMS & TORNADOES,0,0,1,0,1980-06-04 00:00:00+00:00,1980-06-04 00:00:00+00:00,1984-03-28 00:00:00+00:00,0 days
ID,1980-05-22 00:00:00+00:00,1980,DR,Volcanic Eruption,"VOLCANIC ERUPTION, MT. ST. HELENS",0,1,1,0,1980-05-22 00:00:00+00:00,1980-05-22 00:00:00+00:00,1984-11-30 00:00:00+00:00,0 days
WA,1980-05-21 00:00:00+00:00,1980,DR,Volcanic Eruption,"VOLCANIC ERUPTION, MT. ST. HELENS",0,1,1,0,1980-05-21 00:00:00+00:00,1980-05-21 00:00:00+00:00,1998-03-03 00:00:00+00:00,0 days
LA,1980-05-21 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1980-05-21 00:00:00+00:00,1980-05-21 00:00:00+00:00,1984-11-30 00:00:00+00:00,0 days
MI,1980-05-16 00:00:00+00:00,1980,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1980-05-16 00:00:00+00:00,1980-05-16 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
MO,1980-05-15 00:00:00+00:00,1980,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,0,0,1980-05-15 00:00:00+00:00,1980-05-15 00:00:00+00:00,1984-01-30 00:00:00+00:00,0 days
AL,1980-04-20 00:00:00+00:00,1980,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,0,0,1980-04-20 00:00:00+00:00,1980-04-20 00:00:00+00:00,1991-06-03 00:00:00+00:00,0 days
MS,1980-04-19 00:00:00+00:00,1980,DR,Severe Storm,"STORMS, FLOOD, MUDSLIDES & TORNADOES",0,1,0,0,1980-04-19 00:00:00+00:00,1980-04-19 00:00:00+00:00,1987-03-20 00:00:00+00:00,0 days
AR,1980-04-16 00:00:00+00:00,1980,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,0,0,1980-04-16 00:00:00+00:00,1980-04-16 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
LA,1980-04-09 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1980-04-09 00:00:00+00:00,1980-04-09 00:00:00+00:00,1984-11-30 00:00:00+00:00,0 days
CA,1980-02-21 00:00:00+00:00,1980,DR,Flood,"SEVERE STORMS, MUDSLIDES & FLOODING",0,0,1,0,1980-01-08 00:00:00+00:00,1980-01-08 00:00:00+00:00,1997-06-26 00:00:00+00:00,0 days
AZ,1980-02-19 00:00:00+00:00,1980,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1980-02-19 00:00:00+00:00,1980-02-19 00:00:00+00:00,1990-02-15 00:00:00+00:00,0 days
HI,1980-02-06 00:00:00+00:00,1980,DR,Flood,"SEVERE STORMS, HIGH SURF & FLOODING",0,0,1,0,1980-02-06 00:00:00+00:00,1980-02-06 00:00:00+00:00,1985-05-18 00:00:00+00:00,0 days
WA,1979-12-31 00:00:00+00:00,1980,DR,Flood,"STORMS, HIGH TIDES, MUDSLIDES & FLOODING",0,1,0,0,1979-12-31 00:00:00+00:00,1979-12-31 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
FM,1979-12-01 00:00:00+00:00,1980,DR,Flood,SEAWAVE ACTION & FLOODING,0,1,1,0,1979-12-01 00:00:00+00:00,1979-12-01 00:00:00+00:00,1987-01-16 00:00:00+00:00,0 days
AS,1979-11-09 00:00:00+00:00,1980,DR,Flood,"FLOODING, MUDSLIDES & LANDSLIDES",0,0,1,0,1979-11-09 00:00:00+00:00,1979-11-09 00:00:00+00:00,1986-05-30 00:00:00+00:00,0 days
CA,1979-10-19 00:00:00+00:00,1980,DR,Earthquake,EARTHQUAKE,0,1,1,0,1979-10-19 00:00:00+00:00,1979-10-19 00:00:00+00:00,1988-03-17 00:00:00+00:00,0 days
CT,1979-10-04 00:00:00+00:00,1980,DR,Tornado,TORNADO & SEVERE STORMS,0,1,0,0,1979-10-04 00:00:00+00:00,1979-10-04 00:00:00+00:00,1985-07-05 00:00:00+00:00,0 days
FL,1979-09-29 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1979-09-29 00:00:00+00:00,1979-09-29 00:00:00+00:00,1983-05-31 00:00:00+00:00,0 days
VA,1979-09-29 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-09-29 00:00:00+00:00,1979-09-29 00:00:00+00:00,1984-05-29 00:00:00+00:00,0 days
NC,1979-09-29 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-09-29 00:00:00+00:00,1979-09-29 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
LA,1979-09-25 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1979-09-25 00:00:00+00:00,1979-09-25 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
TX,1979-09-25 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-09-25 00:00:00+00:00,1979-09-25 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
VI,1979-09-16 00:00:00+00:00,1979,DR,Hurricane,"HURRICANE DAVID, TROPICAL STORM FREDERIC",0,1,1,0,1979-09-16 00:00:00+00:00,1979-09-16 00:00:00+00:00,1988-08-03 00:00:00+00:00,0 days
MD,1979-09-14 00:00:00+00:00,1979,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,0,0,1979-09-14 00:00:00+00:00,1979-09-14 00:00:00+00:00,1989-06-15 00:00:00+00:00,0 days
FL,1979-09-13 00:00:00+00:00,1979,DR,Hurricane,HURRICANE FREDERIC,0,1,1,0,1979-09-13 00:00:00+00:00,1979-09-13 00:00:00+00:00,1988-05-06 00:00:00+00:00,0 days
MS,1979-09-13 00:00:00+00:00,1979,DR,Hurricane,HURRICANE FREDERIC,0,1,0,0,1979-09-13 00:00:00+00:00,1979-09-13 00:00:00+00:00,1994-10-24 00:00:00+00:00,0 days
AL,1979-09-13 00:00:00+00:00,1979,DR,Hurricane,HURRICANE FREDERIC,0,1,1,0,1979-09-13 00:00:00+00:00,1979-09-13 00:00:00+00:00,1994-10-24 00:00:00+00:00,0 days
PR,1979-09-02 00:00:00+00:00,1979,DR,Hurricane,HURRICANE DAVID,0,0,1,0,1979-09-02 00:00:00+00:00,1979-09-02 00:00:00+00:00,1994-06-30 00:00:00+00:00,0 days
IN,1979-07-31 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,0,1,0,1979-07-31 00:00:00+00:00,1979-07-31 00:00:00+00:00,1984-10-24 00:00:00+00:00,0 days
TX,1979-07-28 00:00:00+00:00,1979,DR,Flood,STORMS & FLASH FLOODS,0,1,0,0,1979-07-28 00:00:00+00:00,1979-07-28 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
CA,1979-07-27 00:00:00+00:00,1979,DR,Flood,"HEAVY RAINS, FLASH FLOODS & MUD FLOWS",0,1,1,0,1979-07-27 00:00:00+00:00,1979-07-27 00:00:00+00:00,1987-03-31 00:00:00+00:00,0 days
VA,1979-07-20 00:00:00+00:00,1979,DR,Flood,STORMS & FLASH FLOODS,0,1,1,0,1979-07-20 00:00:00+00:00,1979-07-20 00:00:00+00:00,1984-05-29 00:00:00+00:00,0 days
KY,1979-07-19 00:00:00+00:00,1979,DR,Flood,"SEVERE STORMS,FLASH FLOODS",0,1,1,0,1979-07-19 00:00:00+00:00,1979-07-19 00:00:00+00:00,1985-03-08 00:00:00+00:00,0 days
WY,1979-07-19 00:00:00+00:00,1979,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1979-07-19 00:00:00+00:00,1979-07-19 00:00:00+00:00,1985-01-22 00:00:00+00:00,0 days
IA,1979-07-01 00:00:00+00:00,1979,DR,Tornado,HIGH WINDS & TORNADOES,0,1,1,0,1979-07-01 00:00:00+00:00,1979-07-01 00:00:00+00:00,1984-01-30 00:00:00+00:00,0 days
NM,1979-06-23 00:00:00+00:00,1979,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING",0,0,1,0,1979-06-23 00:00:00+00:00,1979-06-23 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
KS,1979-06-15 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1979-06-15 00:00:00+00:00,1979-06-15 00:00:00+00:00,1984-01-30 00:00:00+00:00,0 days
TX,1979-06-14 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1979-06-14 00:00:00+00:00,1979-06-14 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
FL,1979-05-15 00:00:00+00:00,1979,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,1,0,0,1979-05-15 00:00:00+00:00,1979-05-15 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
TN,1979-05-07 00:00:00+00:00,1979,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,0,1,0,1979-05-07 00:00:00+00:00,1979-05-07 00:00:00+00:00,1985-09-26 00:00:00+00:00,0 days
LA,1979-05-02 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1979-05-02 00:00:00+00:00,1979-05-02 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
IL,1979-04-30 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-04-30 00:00:00+00:00,1979-04-30 00:00:00+00:00,1986-06-09 00:00:00+00:00,0 days
MN,1979-04-30 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-04-30 00:00:00+00:00,1979-04-30 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
ND,1979-04-26 00:00:00+00:00,1979,DR,Flood,"SEVERE STORMS, SNOWMELT & FLOODING",0,1,1,0,1979-04-26 00:00:00+00:00,1979-04-26 00:00:00+00:00,1984-10-24 00:00:00+00:00,0 days
TX,1979-04-26 00:00:00+00:00,1979,DR,Severe Storm,"SEVERE STORMS, TORNADOES & FLOODING",0,0,1,0,1979-04-26 00:00:00+00:00,1979-04-26 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
MO,1979-04-21 00:00:00+00:00,1979,DR,Tornado,"TORNADOES, TORRENTIAL RAIN & FLOODING",0,1,0,0,1979-04-21 00:00:00+00:00,1979-04-21 00:00:00+00:00,1984-05-04 00:00:00+00:00,0 days
AL,1979-04-18 00:00:00+00:00,1979,DR,Flood,"STORMS, WIND, FLOODING",0,1,0,0,1979-04-18 00:00:00+00:00,1979-04-18 00:00:00+00:00,1987-06-02 00:00:00+00:00,0 days
MS,1979-04-16 00:00:00+00:00,1979,DR,Severe Storm,"STORMS, TORNADOES, FLOODS",0,0,1,0,1979-04-16 00:00:00+00:00,1979-04-16 00:00:00+00:00,1987-02-06 00:00:00+00:00,0 days
OK,1979-04-13 00:00:00+00:00,1979,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1979-04-13 00:00:00+00:00,1979-04-13 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
TX,1979-04-11 00:00:00+00:00,1979,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,0,0,1979-04-11 00:00:00+00:00,1979-04-11 00:00:00+00:00,1984-07-31 00:00:00+00:00,0 days
AR,1979-04-11 00:00:00+00:00,1979,DR,Tornado,TORNADO,0,1,0,0,1979-04-11 00:00:00+00:00,1979-04-11 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
HI,1979-03-07 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1979-03-07 00:00:00+00:00,1979-03-07 00:00:00+00:00,1984-08-30 00:00:00+00:00,0 days
NM,1979-01-29 00:00:00+00:00,1979,DR,Flood,FLOODING,0,1,1,0,1979-01-29 00:00:00+00:00,1979-01-29 00:00:00+00:00,1984-01-13 00:00:00+00:00,0 days
AZ,1978-12-21 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-12-21 00:00:00+00:00,1978-12-21 00:00:00+00:00,1991-09-12 00:00:00+00:00,0 days
WV,1978-12-14 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-12-14 00:00:00+00:00,1978-12-14 00:00:00+00:00,1992-10-30 00:00:00+00:00,0 days
KY,1978-12-12 00:00:00+00:00,1979,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-12-12 00:00:00+00:00,1978-12-12 00:00:00+00:00,1985-03-08 00:00:00+00:00,0 days
LA,1978-12-06 00:00:00+00:00,1979,DR,Tornado,SEVERE STORMS & TORNADOES,0,1,1,0,1978-12-06 00:00:00+00:00,1978-12-06 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
CA,1978-10-09 00:00:00+00:00,1979,DR,Flood,LANDSLIDES,0,1,1,0,1978-10-09 00:00:00+00:00,1978-10-09 00:00:00+00:00,1984-08-30 00:00:00+00:00,0 days
LA,1978-09-20 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-09-20 00:00:00+00:00,1978-09-20 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
AR,1978-09-15 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-09-15 00:00:00+00:00,1978-09-15 00:00:00+00:00,1983-10-31 00:00:00+00:00,0 days
AL,1978-08-09 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,0,1,0,1978-08-09 00:00:00+00:00,1978-08-09 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
MP,1978-08-18 00:00:00+00:00,1978,DR,Flood,TROPICAL STORM CARMEN,0,1,1,0,1978-08-18 00:00:00+00:00,1978-08-18 00:00:00+00:00,1987-06-02 00:00:00+00:00,0 days
TX,1978-08-03 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-08-03 00:00:00+00:00,1978-08-03 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
MN,1978-07-08 00:00:00+00:00,1978,DR,Severe Storm,"SEVERE STORMS, FLOODING, HAIL & TORNADOES",0,1,1,0,1978-07-08 00:00:00+00:00,1978-07-08 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
WI,1978-07-07 00:00:00+00:00,1978,DR,Severe Storm,"SEVERE STORMS, FLOODING, HAIL & TORNADOES",0,1,1,0,1978-07-07 00:00:00+00:00,1978-07-07 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
MT,1978-05-29 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-05-29 00:00:00+00:00,1978-05-29 00:00:00+00:00,1988-11-05 00:00:00+00:00,0 days
WY,1978-05-29 00:00:00+00:00,1978,DR,Flood,"SEVERE STORMS, FLOODING & MUDSLIDES",0,1,1,0,1978-05-29 00:00:00+00:00,1978-05-29 00:00:00+00:00,1983-05-21 00:00:00+00:00,0 days
LA,1978-05-09 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-05-09 00:00:00+00:00,1978-05-09 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
MN,1978-04-22 00:00:00+00:00,1978,DR,Flood,"STORMS, ICE JAMS, SNOWMELT & FLOODING",0,1,1,0,1978-04-22 00:00:00+00:00,1978-04-22 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
ND,1978-04-17 00:00:00+00:00,1978,DR,Flood,"STORMS, ICE JAMS, SNOWMELT & FLOODING",0,1,1,0,1978-04-17 00:00:00+00:00,1978-04-17 00:00:00+00:00,1983-05-31 00:00:00+00:00,0 days
IN,1978-03-29 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-03-29 00:00:00+00:00,1978-03-29 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
NE,1978-03-24 00:00:00+00:00,1978,DR,Flood,"STORMS, ICE JAMS, SNOWMELT & FLOODING",0,1,1,0,1978-03-24 00:00:00+00:00,1978-03-24 00:00:00+00:00,1984-05-04 00:00:00+00:00,0 days
AZ,1978-03-04 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1978-03-04 00:00:00+00:00,1978-03-04 00:00:00+00:00,1986-11-28 00:00:00+00:00,0 days
ME,1978-02-17 00:00:00+00:00,1978,DR,Flood,"HIGH WINDS, TIDAL SURGE & COASTAL FLOODING",0,1,1,0,1978-02-17 00:00:00+00:00,1978-02-17 00:00:00+00:00,1981-08-27 00:00:00+00:00,0 days
NH,1978-02-16 00:00:00+00:00,1978,DR,Flood,"HIGH WINDS, TIDAL SURGE & COASTAL FLOODING",0,1,1,0,1978-02-16 00:00:00+00:00,1978-02-16 00:00:00+00:00,1982-08-18 00:00:00+00:00,0 days
RI,1978-02-16 00:00:00+00:00,1978,DR,Snowstorm,SNOW & ICE,0,1,0,0,1978-02-16 00:00:00+00:00,1978-02-16 00:00:00+00:00,1985-01-22 00:00:00+00:00,0 days
CA,1978-02-15 00:00:00+00:00,1978,DR,Flood,"COASTAL STORMS, MUDSLIDES & FLOODING",0,1,1,0,1978-02-15 00:00:00+00:00,1978-02-15 00:00:00+00:00,1994-06-30 00:00:00+00:00,0 days
MA,1978-02-10 00:00:00+00:00,1978,DR,Flood,"COASTAL STORMS, FLOOD, ICE & SNOW",0,1,1,0,1978-02-06 00:00:00+00:00,1978-02-08 00:00:00+00:00,1995-09-08 00:00:00+00:00,2 days
WA,1977-12-10 00:00:00+00:00,1978,DR,Flood,"SEVERE STORMS,MUDSLIDES, & FLOODING",0,1,1,0,1977-12-10 00:00:00+00:00,1977-12-10 00:00:00+00:00,1983-05-21 00:00:00+00:00,0 days
TN,1977-11-12 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-11-12 00:00:00+00:00,1977-11-12 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
VA,1977-11-12 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-11-12 00:00:00+00:00,1977-11-12 00:00:00+00:00,1984-05-22 00:00:00+00:00,0 days
NC,1977-11-09 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-11-09 00:00:00+00:00,1977-11-09 00:00:00+00:00,1984-05-10 00:00:00+00:00,0 days
GA,1977-11-07 00:00:00+00:00,1978,DR,Flood,"DAM COLLAPSE, FLOODING",0,1,1,0,1977-11-07 00:00:00+00:00,1977-11-07 00:00:00+00:00,1981-07-30 00:00:00+00:00,0 days
AZ,1977-11-04 00:00:00+00:00,1978,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-11-04 00:00:00+00:00,1977-11-04 00:00:00+00:00,1984-07-06 00:00:00+00:00,0 days
KS,1977-09-20 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-09-20 00:00:00+00:00,1977-09-20 00:00:00+00:00,1984-04-24 00:00:00+00:00,0 days
MO,1977-09-14 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-09-14 00:00:00+00:00,1977-09-14 00:00:00+00:00,1984-01-30 00:00:00+00:00,0 days
PA,1977-07-21 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-07-21 00:00:00+00:00,1977-07-21 00:00:00+00:00,1994-06-30 00:00:00+00:00,0 days
GA,1977-06-02 00:00:00+00:00,1977,DR,Freezing,SHRIMP LOSS DUE TO COLD WEATHER,0,1,0,0,1977-06-02 00:00:00+00:00,1977-06-02 00:00:00+00:00,1978-06-05 00:00:00+00:00,0 days
MO,1977-05-07 00:00:00+00:00,1977,DR,Tornado,TORNADOES & FLOODING,0,1,1,0,1977-05-07 00:00:00+00:00,1977-05-07 00:00:00+00:00,1983-11-21 00:00:00+00:00,0 days
LA,1977-05-02 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-05-02 00:00:00+00:00,1977-05-02 00:00:00+00:00,1981-08-27 00:00:00+00:00,0 days
TN,1977-04-29 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-04-29 00:00:00+00:00,1977-04-29 00:00:00+00:00,1985-04-08 00:00:00+00:00,0 days
AL,1977-04-09 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-04-09 00:00:00+00:00,1977-04-09 00:00:00+00:00,1981-11-03 00:00:00+00:00,0 days
WV,1977-04-07 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-04-07 00:00:00+00:00,1977-04-07 00:00:00+00:00,1994-06-30 00:00:00+00:00,0 days
VA,1977-04-07 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-04-07 00:00:00+00:00,1977-04-07 00:00:00+00:00,1985-06-05 00:00:00+00:00,0 days
KY,1977-04-06 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1977-04-06 00:00:00+00:00,1977-04-06 00:00:00+00:00,1985-03-08 00:00:00+00:00,0 days
NJ,1977-02-08 00:00:00+00:00,1977,DR,Severe Ice Storm,ICE CONDITIONS,0,1,0,0,1977-02-08 00:00:00+00:00,1977-02-08 00:00:00+00:00,1978-04-25 00:00:00+00:00,0 days
NY,1977-02-05 00:00:00+00:00,1977,DR,Snowstorm,SNOWSTORMS,0,1,1,0,1977-02-05 00:00:00+00:00,1977-02-05 00:00:00+00:00,1991-04-18 00:00:00+00:00,0 days
FL,1977-01-31 00:00:00+00:00,1977,DR,Freezing,SEVERE WINTER WEATHER,0,1,0,0,1977-01-31 00:00:00+00:00,1977-01-31 00:00:00+00:00,1978-12-18 00:00:00+00:00,0 days
VA,1977-01-26 00:00:00+00:00,1977,DR,Freezing,ICE CONDITIONS,0,1,0,0,1977-01-26 00:00:00+00:00,1977-01-26 00:00:00+00:00,1979-12-21 00:00:00+00:00,0 days
MD,1977-01-26 00:00:00+00:00,1977,DR,Snowstorm,ICE CONDITIONS,0,1,0,0,1977-01-26 00:00:00+00:00,1977-01-26 00:00:00+00:00,1979-12-21 00:00:00+00:00,0 days
PA,1976-10-20 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-10-20 00:00:00+00:00,1976-10-20 00:00:00+00:00,1987-10-21 00:00:00+00:00,0 days
MD,1976-10-14 00:00:00+00:00,1977,DR,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1976-10-14 00:00:00+00:00,1976-10-14 00:00:00+00:00,1987-04-23 00:00:00+00:00,0 days
CA,1976-09-21 00:00:00+00:00,1976,DR,Flood,"FLOODING, TROPICAL STORM KATHLEEN",0,1,1,0,1976-09-21 00:00:00+00:00,1976-09-21 00:00:00+00:00,1984-08-30 00:00:00+00:00,0 days
